"1b1a73e4-bcec-4c3b-b61e-50d5b9de74ae","cikre","ˈʃikrɛ","gismu","<u class=""se_basna"" title=""アクセント"">ci</u>kre","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> を <var>x<sub>3</sub></var> (使用)のために修理 / 修復 / 修繕する / 直す","<li>修理</li>",,"<li>修理してくれ</li>","<li><span title=""x1 (性質)は x2 の、 x3 (問題 / 厄介 / 危険)をもたらす欠陥 / 欠点 / 弱点 / 不備 / 短所 / 落度 / 過失"">cfila</span></li><li><span title=""x1 は x2 (機能)に関して故障している / 使用不可能"">spofu</span></li>",,"B1::etc","[sound:cikre.flac]"
"b26547f2-92c2-4bff-863e-9d1325efd563","cortu","ˈʃortu","gismu","<u class=""se_basna"" title=""アクセント"">co</u>rtu","<var>x<sub>1</sub></var> (者)は <var>x<sub>2</sub></var> (箇所)に痛みを感じる; <var>x<sub>2</sub></var> が痛い","<li>痛い</li>","<li>cor</li><li>cro</li>","<li>hurt</li><li>tu(痛)</li>","<li><span title=""x1 は x2 (感情)を x3 について覚える; x1 は感情的 / ムードに浸っている"">cinmo</span></li><li><span title=""x1 (事)は x2 (対象)に、 x3 (性質)に関して x4 (損傷 / ダメージ)を与える; x1 は x2 を傷つける / 傷める / 損害する"">xrani</span></li>",,"B1::etc","[sound:cortu.flac]"
"c22ee9e5-bb7b-4690-8828-06e85ea172d7","cukta","ˈʃukta","gismu","<u class=""se_basna"" title=""アクセント"">cu</u>kta","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (内容)・ <var>x<sub>3</sub></var> (著者)・ <var>x<sub>4</sub></var> (読者)・ <var>x<sub>5</sub></var> (媒体)の本 / 文献","<li>本</li>","<li>cku</li>","<li>cu(書)</li><li>book</li>","<li><span title=""x1 は x2 (内容)・ x3 (著者)のフィクション作品"">cfika</span></li><li><span title=""x1 は x2 (媒体)・ x3 (装置)による印刷物 / プリント"">prina</span></li><li><span title=""x1 は x2 (主題)・ x3 (作者)・ x4 (読者)の散文"">prosa</span></li><li><span title=""x1 は x2 (文字列)を x3 (表面 / 書物)から読む"">tcidu</span></li><li><span title=""x1 は x2 (本 / 書類)のページ"">papri</span></li>",,"B1::etc","[sound:cukta.flac]"
"54d59fc7-7884-48d5-a908-bebc74255fcf","cusku","ˈʃusku","gismu","<u class=""se_basna"" title=""アクセント"">cu</u>sku","<var>x<sub>1</sub></var> (者)は <var>x<sub>2</sub></var> (内容)を <var>x<sub>3</sub></var> (聴衆)に <var>x<sub>4</sub></var> (媒体)で表す / 言う / 表現する","<li>表す</li>","<li>cus</li><li>sku</li>",,"<li><span title=""x1 は x2 (声 / 音)を発する"">bacru</span></li><li><span title=""x1 (者)は x2 (者)に x3 (題目)について x4 (言語)で話す / 語る"">tavla</span></li><li><span title=""x1 (群)は x2 (題目)について話し合う / 検討 / 討議 / 論議 / 談議 / 談合する"">casnu</span></li><li><span title=""x1 は x2 (者 / 物 / 事)に x3 (動作 / 発言)で返信する"">spuda</span></li><li><span title=""〜が言って : cusku 法制詞, x1"">cu'u</span></li><li><span title=""x1 は x2 (使用者)が x3 (概念 / 命題 / 文字列)を表すのに用いる言語; x2 は x1 語を話す"">bangu</span></li><li><span title=""x1 は x2 を x3 (運命)に呪いつける"">dapma</span></li><li><span title=""x1 (文字列)は x2 (題目)の、 x3 (言語)における文"">jufra</span></li><li><span title=""x1 は x2 (主題)・ x3 (作者)・ x4 (読者)のコメント / 評言; x3 は x2 について x1 をコメントする"">pinka</span></li>",,"B1::etc","[sound:cusku.flac]"
"70f4366f-649d-4410-91cc-21f31feeadc4","cuxna","ˈʃuxna","gismu","<u class=""se_basna"" title=""アクセント"">cu</u>xna","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (選択肢)を <var>x<sub>3</sub></var> (集合)から選ぶ","<li>選ぶ</li>","<li>cux</li><li>cu'a</li>","<li>しゅくない中から選ぶ 主婦なら選ぶ</li>","<li><span title=""x1 (者)は x2 (命題)であると x3 (事 / 状態)について決める / 定める / 決定する"">jdice</span></li><li><span title=""x1 は x2 (抽象(事 / 性質 / 量 / 真理値))について判断する / 審判する / 仲裁する"">pajni</span></li><li><span title=""x1 は x2 (物 / 事)を好む / 好き / 気に入っている"">nelci</span></li>",,"B1::etc","[sound:cuxna.flac]"
"7f3fb578-b900-4242-bd32-6cccf2b62438","danlu","ˈdanlu","gismu","<u class=""se_basna"" title=""アクセント"">da</u>nlu","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (種類)の動物","<li>動物</li>","<li>dal</li><li>da'u</li>",,"<li><span title=""x1 は x2 (種類)の両生綱 / 両生類動物"">banfi</span></li><li><span title=""x1 は x2 (種類)の昆虫綱(甲虫 / チョウ / ハエ / ハチ / カメムシ / バッタ / トンボ…目)"">cinki</span></li><li><span title=""x1 は x2 (種類)のトリ綱(ダチョウ / キジ / カモ / カッコウ / オウム / ツバメ / フクロウ / ハト / ツル / コウノトリ / ペリカン / フラミンゴ / ペンギン…目)"">cipni</span></li><li><span title=""x1 は x2 (種類)の魚"">finpe</span></li><li><span title=""x1 は x2 (種類)のクモ属昆虫"">jukni</span></li><li><span title=""x1 は x2 (種類)の爬虫綱 / 爬虫類(カメ / トカゲ / ヘビ / ワニ)"">respa</span></li><li><span title=""x1 は x2 (種類)のヘビ亜目動物(コブラ / ボア / ニシキヘビ等)"">since</span></li><li><span title=""x1 は x2 (種類)の哺乳綱動物"">mabru</span></li><li><span title=""x1 は x2 (種類)のウシ属動物"">bakni</span></li>",,"B1::etc","[sound:danlu.flac]"
"e7781afb-087c-4e24-ae19-201aeb7b56c9","denpa","ˈdɛnpa","gismu","<u class=""se_basna"" title=""アクセント"">de</u>npa","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (事)を <var>x<sub>3</sub></var> (状態)ながら待つ、 <var>x<sub>4</sub></var> (事)の開始以前 / 再開以前に","<li>待つ</li>","<li>dep</li><li>de'a</li>","<li>電波待つ</li>","<li><span title=""x1 (事)は x2 (物 / 事)を x3 (妨害性質)によって阻止 / 中断 / 妨害する"">dicra</span></li><li><span title=""x1 は x2 (物 / 過程)の終わり"">fanmo</span></li><li><span title=""x1 (者)は x2 (動作 / 過程 / 状態)をやめる / 中止 / 終了する"">sisti</span></li><li><span title=""x1 は x2 (事)に失敗する; x1 は x2 を怠る"">fliba</span></li><li><span title=""x1 (者)は x2 (表現)に x3 (記号 / 言葉)を打ち、 x4 (構文的 / 意味的効力)をもたらす; x3 は句読点"">pandi</span></li>",,"B1::etc","[sound:denpa.flac]"
"7636c33b-1658-4d2a-bbcb-d909feea1a1f","dirba","ˈdirba","gismu","<u class=""se_basna"" title=""アクセント"">di</u>rba","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (者)にとって貴重 / あいらしい / 大切","<li>貴重</li>","<li>dib</li>",,"<li><span title=""x1 (時 / 分 / 秒)は x2 (事)の、 x3 (日)・ x4 (所)における時刻"">tcika</span></li><li><span title=""x1 (物 / 性質 / 事)は x2 (者)・ x3 (基準)にとって高価 / 高額 / 高級"">kargu</span></li><li><span title=""x1 (数量 / 性質)は x2 (物 / 事)の、 x3 (観点)・ x4 (用途 / 査定)における価値; x2 は x3 にとって x1 の値打ちがある"">vamji</span></li><li><span title=""x1 (物 / 事)は x2 (人 / 事)にとって、 x3 (性質 / 理由)に関して重要 / 大事"">vajni</span></li><li><span title=""x1 は x2 (金 / 報酬)を x3 (者)に x4 (対価 / 商品 / サービス)のために支払う"">pleji</span></li><li><span title=""x1 (物)は x2 を装飾する; x1 は x2 の飾り;"">jadni</span></li><li><span title=""x1 は x2 (種類)・ x3 (原石資源 / 起源)の宝石"">jemna</span></li>",,"B1::etc","[sound:dirba.flac]"
"666d0d29-28b4-4d06-a394-76d1217674f9","djica","ˈdʒiʃa","gismu","<u class=""se_basna"" title=""アクセント"">dji</u>ca","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (事)を <var>x<sub>3</sub></var> (目的)のために欲する / 求める; <var>x<sub>1</sub></var> は <var>x<sub>3</sub></var> (目的)のために <var>x<sub>2</sub></var> (事)という欲求を満たしたい","<li>欲する</li><li>欲求</li>","<li>dji</li>",,"<li><span title=""x1 は(喉の)渇きを感じる; x1 は渇きで x2 を求める"">taske</span></li><li><span title=""x1 は x2 に飢える; x1 は腹をすかしている / おなかがへっている; x1 は x2 (燃料 / 栄養)の補充を必要としている"">xagji</span></li><li><span title=""x1 (事)は x2 (事)を x3 (者)に動機する; x3 は x1 に鼓舞されて x2 をする"">mukti</span></li><li><span title=""x1 は x2 を x3 (目的 / 行動)のために要する; x2 が x1 には必要"">nitcu</span></li><li><span title=""x1 は x2 (物 / 事)を好む / 好き / 気に入っている"">nelci</span></li><li><span title=""x1 は x2 (事)を x3 (見込み / 確率 0-1)で期待する / 希望する / 願う; x2 は望まれている"">pacna</span></li><li><span title=""x1 は x2 を愛する / にたいして愛情が湧く"">prami</span></li><li><span title=""x1 は x2 (者)にとって x3 (条件)において不快 / 不愉快 / いまいましい / 吐き気をもよおさせる; x2 は x1 に愛想を尽かす / 嫌悪感を覚える"">rigni</span></li><li><span title=""x1 は x2 を x3 (性質)で誘惑する; x1 は x2 にとって魅力的"">trina</span></li><li><span title=""x1 は x2 (物 / 者 / 事)を憎む; x1 は x2 にたいする怨恨を抱いている; x2 は憎らしい"">xebni</span></li><li><span title=""x1 (者)は x2 (対象)を x3 (行為 / 状態)へと x4 (作用 / 感化力)で影響して誘う; x4 を持つ x1 に x2 は感銘する"">xlura</span></li>",,"B1::etc","[sound:djica.flac]"
"3dee9d68-d215-490a-839a-d727f91629ae","gugde","ˈgugdɛ","gismu","<u class=""se_basna"" title=""アクセント"">gu</u>gde","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (要素 / 成員)・ <var>x<sub>3</sub></var> (領域)の国","<li>国</li>","<li>gug</li><li>gu'e</li>",,"<li><span title=""x1 は x2 (民衆 / 領土 / 物)を統治 / 支配する / 治める; x1 は知事 / 支配者 / 君主"">turni</span></li><li><span title=""x1 は x2 (成員)からなる民族"">natmi</span></li><li><span title=""x1 は x2 (領域)の政体 / 政府"">jecta</span></li><li><span title=""x1 は x2 (位置)における陸 / 大地の広がり"">tumla</span></li><li><span title=""x1 は x2 に属する / 管轄されている領域 / 領土 / 空間"">tutra</span></li><li><span title=""x1 は x2 を象徴する、 x3 (模様)・ x4 (素材)の旗"">lanci</span></li>",,"B1::etc","[sound:gugde.flac]"
