"42417f96-960b-46e9-8d1d-7fcdf2f54612","bancu","ˈbanʃu","gismu","<u class=""se_basna"" title=""アクセント"">ba</u>ncu","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (境界 / 限度)を <var>x<sub>3</sub></var> (照合点)について <var>x<sub>4</sub></var> (性質 / 数量)だけ越している / 超えている","<li>超越</li>","<li>bac</li>","<li>&lt;万種&gt;</li><li>beyond</li><li>cu(出)</li>","<li><a href=""https://jbovlaste.lojban.org/dict/dukse?bg=1;langidarg=10"" title=""x1 は x2 (性質)が x3 (基準)において過剰"">dukse</a></li><li><a href=""https://jbovlaste.lojban.org/dict/ragve?bg=1;langidarg=10"" title=""x1 は x2 (境界)を x3 (側)に対して横断する / またいでいる; x1 は x3 の反対側"">ragve</a></li><li><a href=""https://jbovlaste.lojban.org/dict/zmadu?bg=1;langidarg=10"" title=""x1 は x2 よりも、 x3 (性質 / 数量)の点で、 x4 (度合)ほど優る / x3 が x1 には x2 よりももっとある"">zmadu</a></li><li><a href=""https://jbovlaste.lojban.org/dict/kuspe?bg=1;langidarg=10"" title=""x1 は x2 (間隔 / 領域)にわたる; x2 は x1 の範囲 / 範疇"">kuspe</a></li>","<div class=""mupli""><p lang=""jbo"">le tcana cu bancu le rirxe</p><p lang=""ja"">駅は川の向こうにある</p></div>","D1::etc","[sound:bancu.flac]"
"32027d41-198c-4c6a-874e-d449a77d25b0","bapli","ˈbapli","gismu","<u class=""se_basna"" title=""アクセント"">ba</u>pli","<var>x<sub>1</sub></var> (性質 / 力)は <var>x<sub>2</sub></var> (事)を引き起こす / もたらす","<li>力</li>","<li>bap</li><li>bai</li>","<li>りき </li><li>li(力)</li><li>power</li>","<li><a href=""https://jbovlaste.lojban.org/dict/fanta?bg=1;langidarg=10"" title=""x1 は x2 (事)の発生を防ぐ / 抑える"">fanta</a></li><li><a href=""https://jbovlaste.lojban.org/dict/rinju?bg=1;langidarg=10"" title=""x1 は x2 (抑制力)によって x3 (事)にたいして拘束 / 制限されている; x1 は x2 のせいで x3 ができない; x2 は x1 を束縛する"">rinju</a></li><li><a href=""https://jbovlaste.lojban.org/dict/jimte?bg=1;langidarg=10"" title=""x1 は x2 の x3 (性質)に関する限度 / 限界"">jimte</a></li><li><a href=""https://jbovlaste.lojban.org/dict/jitro?bg=1;langidarg=10"" title=""x1 は x2 を x3 (動作 / 事)に関して制御 / 指揮 / 引率する"">jitro</a></li><li><a href=""https://jbovlaste.lojban.org/dict/rinka?bg=1;langidarg=10"" title=""x1 (事)は x2 (事)を x3 (条件)において引き起こす"">rinka</a></li><li><a href=""https://jbovlaste.lojban.org/dict/krinu?bg=1;langidarg=10"" title=""x1 (事)は x2 (事)を許容する理由"">krinu</a></li><li><a href=""https://jbovlaste.lojban.org/dict/zukte?bg=1;langidarg=10"" title=""x1 は x2 (行動内容)を x3 (目的 / 目標)のために行為 / 実行する"">zukte</a></li><li><a href=""https://jbovlaste.lojban.org/dict/randa?bg=1;langidarg=10"" title=""x1 は x2 (力 / 者)にたいして x3 (条件)のもと降伏 / 降参 / 譲歩する"">randa</a></li><li><a href=""https://jbovlaste.lojban.org/dict/danre?bg=1;langidarg=10"" title=""x1 (力)は x2 を圧する; x1 は圧力"">danre</a></li><li><a href=""https://jbovlaste.lojban.org/dict/bai?bg=1;langidarg=10"" title=""〜に強いられて : 法制詞; bapli の x1"">bai</a></li><li><a href=""https://jbovlaste.lojban.org/dict/marxa?bg=1;langidarg=10"" title=""x1 (力)は x2 を x3 (パルプ / 泥状態)に潰す"">marxa</a></li><li><a href=""https://jbovlaste.lojban.org/dict/tinsa?bg=1;langidarg=10"" title=""x1 は x2 (方向)・ x3 (力)にたいして x4 (条件)で固定 / 硬直している; x1 は x2 の向きに動かない"">tinsa</a></li><li><a href=""https://jbovlaste.lojban.org/dict/xarnu?bg=1;langidarg=10"" title=""x1 は x2 (者 / 事)にたいし、 x3 (事 / 状態)について(意志的に)頑固 / 強情 / 片意地 / 不屈"">xarnu</a></li>","<div class=""mupli""><p lang=""jbo"">le vi verba zo'u lo smadi bapli cu barda</p><p lang=""ja"">この子は洞察力がある</p></div>","D1::etc","[sound:bapli.flac]"
"a87008a1-df58-434b-8c03-770039248b88","canko","ˈʃanko","gismu","<u class=""se_basna"" title=""アクセント"">ca</u>nko","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (壁 / 建物 / 構造)の窓 / 門 / 入口 / 出口 / 玄関","<li>窓</li>","<li>ca'o</li>","<li>ぺしゃんこ</li><li>window</li>","<li><a href=""https://jbovlaste.lojban.org/dict/vorme?bg=1;langidarg=10"" title=""x1 は x2 ・ x3 間の、 x4 (構造体)の扉 / 戸口 / 出入口 / 門戸 / ドア"">vorme</a></li><li><a href=""https://jbovlaste.lojban.org/dict/bitmu?bg=1;langidarg=10"" title=""x1 は x2 ・ x3 を隔てる、 x4 (構造体)の壁 / 垣 / 塀 / フェンス"">bitmu</a></li><li><a href=""https://jbovlaste.lojban.org/dict/ganlo?bg=1;langidarg=10"" title=""x1 は x2 (到達されないもの / 所)にたいして x3 (通過を妨げられているもの)にとって閉まっている; x1 は x3 が x2 へ達することを妨げる"">ganlo</a></li><li><a href=""https://jbovlaste.lojban.org/dict/murta?bg=1;langidarg=10"" title=""x1 は x2 を遮る / 隠す、 x3 (素材)のカーテン / 窓掛け / ブラインド / 幕 / どんちょう"">murta</a></li><li><a href=""https://jbovlaste.lojban.org/dict/pagre?bg=1;langidarg=10"" title=""x1 は x2 (対象)を x3 (側)へ x4 (側)から通過する / 貫通する / 通り抜ける"">pagre</a></li><li><a href=""https://jbovlaste.lojban.org/dict/kevna?bg=1;langidarg=10"" title=""x1 は x2 の穴; x2 は x1 (箇所)において貫通している"">kevna</a></li><li><a href=""https://jbovlaste.lojban.org/dict/jvinu?bg=1;langidarg=10"" title=""x1 は x2 (物 / 所)・ x3 (観点)の景観 / 景色 / 光景"">jvinu</a></li><li><a href=""https://jbovlaste.lojban.org/dict/kalri?bg=1;langidarg=10"" title=""x1 は x2 (通り抜けた先)へ x3 (通り抜けるもの)にとって開いている"">kalri</a></li><li><a href=""https://jbovlaste.lojban.org/dict/kuspe?bg=1;langidarg=10"" title=""x1 は x2 (間隔 / 領域)にわたる; x2 は x1 の範囲 / 範疇"">kuspe</a></li>",,"D1::etc","[sound:canko.flac]"
"d203d825-eb26-4543-bc54-c047943f97d0","catra","ˈʃatra","gismu","<u class=""se_basna"" title=""アクセント"">ca</u>tra","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> を <var>x<sub>3</sub></var> (動作 / 方法)で殺す","<li>殺す</li>",,"<li>殺戮</li><li>ca(殺)</li>","<li><a href=""https://jbovlaste.lojban.org/dict/morsi?bg=1;langidarg=10"" title=""x1 は死んでいる / 生が無い"">morsi</a></li><li><a href=""https://jbovlaste.lojban.org/dict/xarci?bg=1;langidarg=10"" title=""x1 は x2 (対象)・ x3 (使用者)の武器 / 武具 / 兵器"">xarci</a></li>",,"D1::etc","[sound:catra.flac]"
"9e0c55fc-1be3-4172-a9ff-5722a0bd0765","cedra","ˈʃɛdra","gismu","<u class=""se_basna"" title=""アクセント"">ce</u>dra","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (事 / 物 / 性質 / 間隔)を特徴とする時代 / 時期 / 年代","<li>時代</li>",,"<li>cidai(時代)</li><li>era</li>","<li><a href=""https://jbovlaste.lojban.org/dict/ranji?bg=1;langidarg=10"" title=""x1 (事 / 性質)は x2 (時間 / 期間)にわたって継続する / 続く"">ranji</a></li><li><a href=""https://jbovlaste.lojban.org/dict/temci?bg=1;langidarg=10"" title=""x1 は x2 (時点)から x3 (時点)までの間隔 / 経過 / 時間"">temci</a></li><li><a href=""https://jbovlaste.lojban.org/dict/citsi?bg=1;langidarg=10"" title=""x1 は x2 (性質 / 周期特性)・ x3 (年)の季節"">citsi</a></li>",,"D1::etc","[sound:cedra.flac]"
"7e2929dc-fa3c-43cc-9b41-ad2427ffbedf","cifnu","ˈʃifnu","gismu","<u class=""se_basna"" title=""アクセント"">ci</u>fnu","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (生物種)の幼児 / 赤ちゃん","<li>幼児</li>","<li>cif</li>",,"<li><a href=""https://jbovlaste.lojban.org/dict/makcu?bg=1;langidarg=10"" title=""x1 は x2 (性質)に関して成熟している; x1 は成人 / おとな"">makcu</a></li><li><a href=""https://jbovlaste.lojban.org/dict/verba?bg=1;langidarg=10"" title=""x1 は x2 (年齢)の、 x3 (観点)での子供"">verba</a></li>","<div class=""mupli""><p lang=""jbo"">fi'o cifnu cismyku'o ku co'a tavla</p><p lang=""ja"">幼い靨で話しかけるよ</p></div>","D1::etc","[sound:cifnu.flac]"
"81d87e21-88ac-4b8f-86bc-c05fc1815756","cinmo","ˈʃinmo","gismu","<u class=""se_basna"" title=""アクセント"">ci</u>nmo","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (感情)を <var>x<sub>3</sub></var> について覚える; <var>x<sub>1</sub></var> は感情的 / ムードに浸っている","<li>感情</li>","<li>cni</li>","<li>心も感情</li>","<li><a href=""https://jbovlaste.lojban.org/dict/ci'o?bg=1;langidarg=10"" title=""〜が感じて : cinmo 法制詞, x1"">ci'o</a></li><li><a href=""https://jbovlaste.lojban.org/dict/cumla?bg=1;langidarg=10"" title=""x1 は x2 (事)に関して謙虚 / 穏当 / 謙遜している / 慎ましい / 控えめ / 腰が低い"">cumla</a></li><li><a href=""https://jbovlaste.lojban.org/dict/jilra?bg=1;langidarg=10"" title=""x1 (者)は x2 (者)に x3 (性質)に関して嫉妬する / 妬む / そねむ; x2 はうらやましい"">jilra</a></li><li><a href=""https://jbovlaste.lojban.org/dict/nelci?bg=1;langidarg=10"" title=""x1 は x2 (物 / 事)を好む / 好き / 気に入っている"">nelci</a></li><li><a href=""https://jbovlaste.lojban.org/dict/xendo?bg=1;langidarg=10"" title=""x1 (者)は x2 にたいして x3 (行為)で親切 / 優しい"">xendo</a></li><li><a href=""https://jbovlaste.lojban.org/dict/ckeji?bg=1;langidarg=10"" title=""x1 は x2 (事)について x3 (公衆)にたいする恥ずかしさ / 引け目を感じる"">ckeji</a></li><li><a href=""https://jbovlaste.lojban.org/dict/cortu?bg=1;langidarg=10"" title=""x1 (者)は x2 (箇所)に痛みを感じる; x2 が痛い"">cortu</a></li><li><a href=""https://jbovlaste.lojban.org/dict/jgira?bg=1;langidarg=10"" title=""x1 (者)は x2 (事)について誇る / 誇りがある; x1 はプライドが高い"">jgira</a></li><li><a href=""https://jbovlaste.lojban.org/dict/kecti?bg=1;langidarg=10"" title=""x1 は x2 を x3 (事)について哀れむ / 慈しむ / かわいそうだと思う; x1 は慈悲的"">kecti</a></li><li><a href=""https://jbovlaste.lojban.org/dict/kufra?bg=1;langidarg=10"" title=""x1 は x2 (環境性質)について快適 / 心地良さを感じる"">kufra</a></li><li><a href=""https://jbovlaste.lojban.org/dict/manci?bg=1;langidarg=10"" title=""x1 は x2 に畏敬の念を感じる / 驚嘆する; x1 は x2 を摩訶不思議に思う"">manci</a></li><li><a href=""https://jbovlaste.lojban.org/dict/prami?bg=1;langidarg=10"" title=""x1 は x2 を愛する / にたいして愛情が湧く"">prami</a></li><li><a href=""https://jbovlaste.lojban.org/dict/steba?bg=1;langidarg=10"" title=""x1 は x2 (事)について挫折 / ストレスを感じる"">steba</a></li><li><a href=""https://jbovlaste.lojban.org/dict/zungi?bg=1;langidarg=10"" title=""x1 は x2 (事)について良心の呵責 / 罪悪を感じる"">zungi</a></li><li><a href=""https://jbovlaste.lojban.org/dict/badri?bg=1;langidarg=10"" title=""x1 は x2 (事)について悲しい / 落胆している; x2 は x1 を悲しませる"">badri</a></li><li><a href=""https://jbovlaste.lojban.org/dict/burna?bg=1;langidarg=10"" title=""x1 は x2 (状況)においてどぎまぎする / 緊張する / 落ち着かない / きまりの悪さを感じる / 当惑する"">burna</a></li><li><a href=""https://jbovlaste.lojban.org/dict/gleki?bg=1;langidarg=10"" title=""x1 は x2 (事)に関して嬉しい / 幸せ / 幸福 / 上機嫌"">gleki</a></li>",,"D1::etc","[sound:cinmo.flac]"
"4d47c4bd-dcf6-4518-b203-5b6ed31e36be","cipra","ˈʃipra","gismu","<u class=""se_basna"" title=""アクセント"">ci</u>pra","<var>x<sub>1</sub></var> (過程 / 事)は <var>x<sub>2</sub></var> (性質)を <var>x<sub>3</sub></var> について確かめる試験 / 実験 / テスト","<li>テスト</li><li>試験</li><li>実験</li>","<li>cip</li>",,"<li><a href=""https://jbovlaste.lojban.org/dict/ciksi?bg=1;langidarg=10"" title=""x1 (者)は x2 (事 / 状態 / 性質)を x3 (者)に x4 (命題, du'u)で説明 / 弁明 / 解説する"">ciksi</a></li><li><a href=""https://jbovlaste.lojban.org/dict/troci?bg=1;langidarg=10"" title=""x1 は x2 (事 / 状態 / 性質)を x3 (手段 / 方法)で達成 / 獲得しようと努める / 努力する; x1 は x2 をやってみる"">troci</a></li><li><a href=""https://jbovlaste.lojban.org/dict/jarco?bg=1;langidarg=10"" title=""x1 は x2 (性質)を x3 (者)に見せる / 表示 / 展示する"">jarco</a></li><li><a href=""https://jbovlaste.lojban.org/dict/pajni?bg=1;langidarg=10"" title=""x1 は x2 (抽象(事 / 性質 / 量 / 真理値))について判断する / 審判する / 仲裁する"">pajni</a></li><li><a href=""https://jbovlaste.lojban.org/dict/saske?bg=1;langidarg=10"" title=""x1 (事実群)は x2 (題目)・ x3 (方法論)の科学的知識"">saske</a></li>",,"D1::etc","[sound:cipra.flac]"
"dd700acf-e2d9-4ab0-b5df-bd4e878d131a","ckire","ʃˈkirɛ","gismu","c<u class=""se_basna"" title=""アクセント"">ki</u>re","<var>x<sub>1</sub></var> (者)は <var>x<sub>2</sub></var> (者)に <var>x<sub>3</sub></var> (事 / 性質)を感謝する; <var>x<sub>2</sub></var> が <var>x<sub>3</sub></var> をしたことについて <var>x<sub>1</sub></var> はありがたく思う; <var>x<sub>3</sub></var> であることはありがたい","<li>感謝</li>","<li>kir</li>","<li>感謝しきれない</li>","<li><a href=""https://jbovlaste.lojban.org/dict/cinmo?bg=1;langidarg=10"" title=""x1 は x2 (感情)を x3 について覚える; x1 は感情的 / ムードに浸っている"">cinmo</a></li><li><a href=""https://jbovlaste.lojban.org/dict/friti?bg=1;langidarg=10"" title=""x1 は x2 (物 / 事)を x3 に x4 (条件)で進呈する / オファーする"">friti</a></li><li><a href=""https://jbovlaste.lojban.org/dict/pluka?bg=1;langidarg=10"" title=""x1 (事)は x2 にとって、 x3 (条件)のもと快い / 心地良い"">pluka</a></li>",,"D1::etc","[sound:ckire.flac]"
"4fdc5fd1-93fa-4eb9-ac59-6508c526697a","clite","ʃˈlitɛ","gismu","c<u class=""se_basna"" title=""アクセント"">li</u>te","<var>x<sub>1</sub></var> は <var>x<sub>2</sub></var> (事)に際し、 <var>x<sub>3</sub></var> (照合枠)において礼儀正しい / 行儀が良い","<li>礼儀正しい</li>","<li>lit</li>","<li>知りてー</li>","<li><a href=""https://jbovlaste.lojban.org/dict/ritli?bg=1;langidarg=10"" title=""x1 は x2 (目的)・ x3 (慣習 / 共同体)・ x4 (形態 / 規則)の儀式; x1 は形式的 / かしこまっている"">ritli</a></li>",,"D1::etc","[sound:clite.flac]"
